"","catalogNumber","LM1x","LM2x","LM3x","LM4x","LM5x","LM6x","LM7x","LM8x","LM9x","LM1y","LM2y","LM3y","LM4y","LM5y","LM6y","LM7y","LM8y","LM9y","Species","Genus","Subfamily","Family","Sex","Collection","ITD"
"114","LACM_ENT601968_L",0.397882390841474,0.252048959180689,0.0304962403455414,-0.104778190637649,-0.381292198035641,-0.54784416300026,0.0314740374303091,0.133983835698003,0.188029088177536,0.093176535118505,0.179131371809019,0.1761420330681,0.205910719487156,0.0373207328273119,0.0138231947743552,-0.133322837256567,-0.256850163902688,-0.315331585925194,"Hesperapis larreae","Hesperapis","Dasypodainae","Melittidae","Female","LACM",0.153
"115","LACM_ENT602211_R",0.405160707295914,0.249296387233701,0.0299485299079587,-0.110262562852804,-0.365739067612063,-0.538544498089051,0.0217600873339421,0.125036956094164,0.183343460688239,0.101442111648472,0.190701011073033,0.172424889063015,0.207299432534976,0.0323165063176103,0.0166575858088382,-0.131045160678243,-0.266032304741401,-0.323764071026302,"Hesperapis larreae","Hesperapis","Dasypodainae","Melittidae","Female","LACM",0.167
"116","LACM_ENT602319_R",0.400089624051755,0.242769980699766,0.0414280184132336,-0.106017723606769,-0.363984191399669,-0.540063151338309,0.0184506811309292,0.123479380064879,0.18384738198418,0.0996676162790645,0.194349979801201,0.185319075776979,0.207265484455699,0.0364645795509744,0.00866915345638565,-0.131789262627349,-0.272416873583153,-0.3275297531098,"Hesperapis larreae","Hesperapis","Dasypodainae","Melittidae","Female","LACM",NA
"117","LACM_ENT601925_R",0.409959656429431,0.239559316108121,0.032306977657335,-0.100344208065857,-0.367047095349914,-0.544598152654033,0.0188956267106931,0.122425461122784,0.188842418041437,0.105152085671889,0.182079702748415,0.173396328712866,0.210050008967256,0.0351696373054371,0.011115902559316,-0.128981314996098,-0.259566127911942,-0.32841622305714,"Hesperapis larreae","Hesperapis","Dasypodainae","Melittidae","Female","LACM",NA
"118","LACM_ENT602232_R",0.397812082737689,0.235953736019346,0.039830680773688,-0.0860171053484712,-0.371559882564954,-0.540207206925033,0.0191120657254332,0.119625116897214,0.185450512685085,0.110567998292978,0.186637926134663,0.185821012450377,0.215808320792602,0.0293757343186646,0.0107418994709068,-0.131078159632708,-0.274162222291533,-0.33371250953595,"Hesperapis larreae","Hesperapis","Dasypodainae","Melittidae","Female","LACM",NA
"119","LACM_ENT247827_L",0.414114681338607,0.238139073357144,0.034423858593741,-0.104702109014525,-0.365186825012293,-0.540934441615822,0.0149404102593168,0.122640641508084,0.186564710585744,0.0951758328647493,0.18888405671662,0.18021765476547,0.212976498978745,0.0331631442199336,0.00530421874924603,-0.127215218048244,-0.270561944641857,-0.317944243604666,"Hesperapis larreae","Hesperapis","Dasypodainae","Melittidae","Female","LACM",NA
"120","LACM_ENT602232_L",0.401451665782192,0.233069346378475,0.044510276018222,-0.0984854790301932,-0.374197145665694,-0.532834500431075,0.0208097587958913,0.119641752832896,0.186034325319284,0.106876103999972,0.190141116648666,0.181431409181225,0.216293711519896,0.0305889524027578,0.012270724067309,-0.127525152752416,-0.276431991124395,-0.333644873943018,"Hesperapis larreae","Hesperapis","Dasypodainae","Melittidae","Female","LACM",NA
"121","UCSB_IZC00059189_L",0.409011677326323,0.27005107128785,-0.0268988781863176,-0.103516828875641,-0.329892138930748,-0.49411867796011,0.0275426353170336,0.0915583431439439,0.156262796877667,0.137885334258424,0.215754839554026,0.185043920191171,0.218958541902994,0.0236326647699689,0.026851942127731,-0.185972799381455,-0.291600755069131,-0.330553688353731,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.115
"122","UCSB_IZC00063940_L",0.406524422741093,0.258952826215029,-0.0277026241199621,-0.119238695275827,-0.330108619340192,-0.523264011667335,0.0511369163284171,0.10755655677952,0.176143228339253,0.10834017340219,0.196576829035286,0.18410909409307,0.223190849944141,0.0348573479927712,0.0248700863193795,-0.172548678365547,-0.277344518584816,-0.322051183836479,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.108
"123","UCSB_IZC00065443_L",0.415946878224518,0.26761624602073,-0.0228799827636085,-0.104359368477829,-0.323245709557745,-0.51686299880746,0.0387481169285805,0.0869673319897236,0.158069486443094,0.12572621102581,0.209423009952712,0.19009772625733,0.21625455250549,0.0211692567430518,0.0212741244020086,-0.187029374365128,-0.279680488309858,-0.317235018211418,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.117
"124","UCSB_IZC00058777_L",0.396459920788561,0.251060162052248,-0.0312869783936363,-0.106742267708687,-0.331261996213343,-0.527030271173111,0.0575601842177847,0.110598306942731,0.180642939487454,0.108188954817672,0.193608041970801,0.194742473863256,0.231260242926924,0.0341408444013619,0.029779332059677,-0.188807796048883,-0.28050866919158,-0.322403424799232,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.107
"125","UCSB_IZC00055286_L",0.409258766362676,0.258591315975983,-0.0147164903082202,-0.123368810232422,-0.320005328090215,-0.513805742932003,0.0401802202465439,0.0963846099010242,0.167481459076629,0.123210324901289,0.198964220471155,0.190546111790951,0.229438447079041,0.0367371568200138,0.0135090402449291,-0.180773297124067,-0.286533290977338,-0.325098713205975,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.107
"126","UCSB_IZC00059219_L",0.407677592131095,0.266260323599139,-0.0250882566648931,-0.115386272847566,-0.314085751582392,-0.522170229809516,0.0397986062947777,0.0957095430070649,0.167284445872296,0.119258382932256,0.207452878222059,0.189930511976154,0.215180563477203,0.0392592845802773,0.0168336781932916,-0.181200641749235,-0.285466089815163,-0.321248567816837,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.113
"127","UCSB_IZC00063917_L",0.406252901125068,0.27689687800071,-0.0301858061758744,-0.104404394043301,-0.325623236977588,-0.52417548545571,0.0384528005611317,0.0968132238674381,0.165973119098123,0.11264162856606,0.204133145026834,0.188962964753054,0.223232074306705,0.0278330909283434,0.0118963171018448,-0.177650112771669,-0.277168291541699,-0.313880816369473,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.101
"128","UCSB_IZC00063954_L",0.412355052892692,0.268959659608379,-0.0269092604695415,-0.104701104180463,-0.324330456009281,-0.514676383068909,0.0424705157793648,0.0908581436944178,0.155973831753345,0.129007878851336,0.211201505556919,0.182385886925641,0.215587973928446,0.0241314178225256,0.0252926915734709,-0.183029904709535,-0.280191702672748,-0.324385747276053,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.1
"129","UCSB_IZC00059172_L",0.405689672330386,0.277103299657683,-0.0297430573338033,-0.108465201985579,-0.320325299690125,-0.507296122515174,0.0317229488715611,0.0879257590205041,0.163388001644549,0.128293331438959,0.212642222975047,0.187014892024151,0.221404607818128,0.0314458514165748,0.0177551111477261,-0.191698536635268,-0.287131218462791,-0.319726261722527,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.112
"130","UCSB_IZC00063955_L",0.394839682537325,0.277310333159842,-0.0289658933677958,-0.10619820362105,-0.336795897409737,-0.512192795235683,0.0464872978647549,0.0979513729703681,0.167564103101973,0.122102402073214,0.205461016878642,0.185414809322128,0.222774288594586,0.027532045421938,0.0283388449288272,-0.19494220561529,-0.276274035920378,-0.32040716568367,"Lasioglossum hitchensi","Lasioglossum","Halictinae","Halictidae","Female","UCSB",0.108
"131","UCSB_IZC00055265_L",0.443354051063762,0.333628316717853,0.0132200546083881,-0.141771588698788,-0.374804275824263,-0.438212511168638,-0.00154642209842404,0.0530838083419077,0.1130485670582,0.181309774962409,0.2294307202192,0.141091936469714,0.164536380540046,0.000478670012662642,0.0234663187042815,-0.136267781175202,-0.293043688383216,-0.311002331349901,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.268
"132","UCSB_IZC00055304_L",0.450687260372785,0.309753559353943,0.00722781554331454,-0.153063290845099,-0.368802911587005,-0.429399532161006,0.00390945076607543,0.0546476278285777,0.12504002072842,0.180782426463866,0.226698403340694,0.146677716084866,0.161130446172128,0.0138393306769196,0.029898277653745,-0.131661539377585,-0.304733466720921,-0.322631594293717,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.27
"133","UCSB_IZC00055314_R",0.444348775337489,0.330119738680708,0.00861262814978678,-0.142657904267389,-0.373074080840138,-0.429074696447321,-0.0143363319232213,0.062599699409328,0.113462171900763,0.185787683576952,0.228735132976889,0.142739452547045,0.168263044175043,0.00483178571352173,0.0260675538891753,-0.149099822554807,-0.295610940091563,-0.31171389023225,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.277
"134","UCSB_IZC00058706_L",0.44150774360768,0.32844135717173,0.00264980195582783,-0.141817782355071,-0.374409046097339,-0.425127019469382,-0.0102780302860203,0.0611121604648821,0.117920815007695,0.183497577904116,0.229227162049466,0.151935675188244,0.163015431752289,0.00923253046483052,0.0268626649034893,-0.149520103989797,-0.300424332038365,-0.313826606234275,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.299
"135","UCSB_IZC00058737_R",0.452883099479852,0.323784720082958,-7.21796525503526e-05,-0.156934629680989,-0.375696625971314,-0.432084690048626,-0.00247087731662898,0.0645931596882092,0.125998023419093,0.171527734178115,0.220778773987522,0.150409982986461,0.153577961647051,0.00971178929005921,0.0323458448581313,-0.141800453175347,-0.289441216800066,-0.30711041697192,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.305
"136","UCSB_IZC00058740_L",0.449042336757566,0.335827501909259,0.00493601988910176,-0.148748793077494,-0.372343143906455,-0.416296796653772,-0.00818554886928995,0.0535224059333065,0.102246018017777,0.19280210171246,0.235861197845953,0.146265830734522,0.157957103503402,0.00193683596228027,0.027571572685863,-0.144093346589122,-0.301109076762449,-0.317192219092906,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.316
"137","UCSB_IZC00062595_R",0.45116368131148,0.328463193331349,-0.00750877373471648,-0.155790153930624,-0.374848059482551,-0.422635698329267,-0.00740059632138126,0.0632612771597228,0.125295129995986,0.17364641578442,0.225760036506536,0.150284804493148,0.156554721373003,0.00815192666864682,0.033464346377622,-0.144509480635001,-0.295480639398857,-0.307872131169519,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.31
"138","UCSB_IZC00062639_L",0.453128733402146,0.333347806599252,0.00534626861654336,-0.136751472406987,-0.377655808315528,-0.431304048558796,-0.00254325619566297,0.0502034649979423,0.10622831186109,0.183413148168104,0.227178041273183,0.149471296974189,0.162007287656242,-0.00536266510577893,0.0198180739082331,-0.131427929562386,-0.296094170287918,-0.309003083023871,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.325
"139","UCSB_IZC00062640_L",0.447211252152563,0.33177678830692,-0.00740761037977576,-0.144836670921267,-0.3712218241939,-0.423435870291267,-0.00300207942456726,0.0601407470143813,0.110775267736911,0.179850185855868,0.231301607504876,0.150511550587361,0.164948357227006,0.0118533634354856,0.0202915075368901,-0.147200749247326,-0.298963825569841,-0.312591997330318,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",0.296
"140","UCSB_IZC00058706_R",0.434823608117681,0.332001338101995,0.00379208972477844,-0.13005540923593,-0.37087054934982,-0.433674702697942,-0.0098579213448408,0.059973121098423,0.113868425585655,0.190800519420766,0.229094706281859,0.146660805180991,0.167152731982614,0.0123860720388875,0.0226306426303808,-0.153427238417288,-0.299663010359013,-0.315635228759196,"Megachile mendica","Megachile","Megachilinae","Megachilidae","Female","UCSB",NA
"141","UCSB_IZC00009970_L",0.437663979843091,0.289891037482573,-0.0125017199526222,-0.202437190713876,-0.39023611331685,-0.437157850475415,0.0377680780590158,0.104498924799826,0.172510854274256,0.126905868757475,0.199483405943878,0.152864995435041,0.148702052721843,0.0301432576293379,0.0627110077737495,-0.100851007000465,-0.293377438253577,-0.326582143007281,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",0.208
"142","UCSB_IZC00043741_L",0.434856433443769,0.292072354900563,-0.00326080730630538,-0.196290931003364,-0.394091049857334,-0.45206876691276,0.0293484078604999,0.110186010508704,0.17924834836623,0.122938124387658,0.191260311736457,0.152435188577557,0.14756618186608,0.0297623207011361,0.060692535109062,-0.10492978387884,-0.283432113962724,-0.316292764536386,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",0.25
"143","UCSB_IZC00046991_L",0.42277458331699,0.297570648585709,-0.0140883765851203,-0.186001752935239,-0.398210048208062,-0.45205027498602,0.0263283796277022,0.116926821287519,0.18675001989652,0.110997838453825,0.196129646349066,0.156953400528346,0.156624708727025,0.0274557277211313,0.0614858010816326,-0.112647105040167,-0.284901355382942,-0.312098662437917,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",0.249
"144","UCSB_IZC00047335_L",0.43482252723291,0.301000099089569,-0.00803603567658374,-0.20251541331533,-0.391412965120081,-0.449364880521715,0.0281724086042961,0.110093957113456,0.177240302593476,0.119809364676949,0.196325262454778,0.149198617388784,0.147450314387765,0.0288893993702633,0.0620646787462129,-0.113818101907441,-0.278128420022588,-0.311791115094724,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",0.226
"145","UCSB_IZC00047359_L",0.441731803714079,0.291086462049349,-0.00433280194150513,-0.198673872712272,-0.392612894650324,-0.4435787744393,0.0171939614620184,0.1112620194319,0.177924097086059,0.133434572200327,0.189022374827159,0.148046080106889,0.151099047398733,0.025003265324659,0.0696976469449314,-0.124971104599993,-0.282256430236338,-0.309075451966367,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",0.22
"146","UCSB_IZC00036467_R",0.439766801126768,0.299263190007856,-0.0184538115313196,-0.19538541071938,-0.395916949163009,-0.445969382581141,0.0322160336914736,0.110728318429834,0.173751210738917,0.121545008687822,0.195244036414959,0.147745517042286,0.145426303057845,0.0262936012977633,0.0637375076887707,-0.105415263362499,-0.279431328215866,-0.315145382611079,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",NA
"147","UCSB_IZC00009970_R",0.43572354449399,0.288955696356418,-0.00507890579435076,-0.199474681387115,-0.390028880192165,-0.446152673114686,0.0396550780338318,0.102974886213165,0.173425935390912,0.120328285937372,0.196801288487165,0.161376173094817,0.150660615239894,0.0281477649002032,0.0543514306559712,-0.0962418992668432,-0.290110917043461,-0.325312742005119,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",NA
"148","UCSB_IZC00047372_R",0.433013267240691,0.299040593981693,-0.011480643738101,-0.193629706491526,-0.392601146943479,-0.449978305097697,0.0280075037610877,0.113554954659564,0.174073482627768,0.115890234909725,0.202577150303805,0.151153772413919,0.14602979009241,0.0285084733100062,0.0597885317698432,-0.104173539604377,-0.282667684860044,-0.31710672833529,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",NA
"149","UCSB_IZC00036467_L",0.439039557115766,0.301396836358402,-0.0179448953893277,-0.19102170926117,-0.394037768171259,-0.450086838704882,0.0270184652182076,0.109691728383955,0.175944624450306,0.122433152001711,0.19535183883898,0.146781277320794,0.143558323745709,0.0282548224138872,0.0620226952413806,-0.107798567694244,-0.278624154606393,-0.311979387261824,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",NA
"150","UCSB_IZC00047388_R",0.423183190794351,0.312850385537484,-0.0101531792169294,-0.174250617873133,-0.388887811000799,-0.45094180472159,0.021408524355821,0.102391322856584,0.164399989268206,0.1413782626853,0.200429337898171,0.144190301641591,0.153399143786674,0.0240766661149066,0.0562556252529794,-0.11233245200301,-0.287540202080331,-0.319856683296281,"Osmia nemoris","Osmia","Megachilinae","Megachilidae","Female","UCSB",NA
"151","UCSB_IZC00065365_L",0.409577300253872,0.309495175704418,0.0557331027854886,-0.0817497041966786,-0.346807023412203,-0.517455120748944,-0.0210069728500865,0.0665100765960443,0.12570316586809,0.153109696684497,0.219836718065818,0.190678077607477,0.198679821717979,-0.00184258384380707,-0.0223133440395879,-0.145114766847908,-0.277476427016395,-0.315557192328072,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.124
"152","UCSB_IZC00065441_L",0.415345669321486,0.311282999618315,0.0424990576363672,-0.0868452901331694,-0.351252346578025,-0.508648776463629,-0.0247267956820644,0.0738538569826159,0.128491625298102,0.145533443172158,0.220515184717936,0.185131333739268,0.202619173076973,0.0013772019879404,-0.0226740161561944,-0.148079061077012,-0.270307882676428,-0.314115376784642,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.13
"153","UCSB_IZC00065437_L",0.405562483146486,0.307196808423587,0.052193114071455,-0.0791454560986047,-0.340929168497968,-0.511536178622419,-0.0287154104133609,0.0649568090470991,0.130416998943727,0.1538362202982,0.229574258340251,0.190714219101818,0.201132684754599,0.0019628581832673,-0.019435957160193,-0.155898673428235,-0.282407682465965,-0.319477927623745,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.139
"154","UCSB_IZC00065364_L",0.407908157313351,0.307760065910212,0.0437426489149895,-0.0813984189971943,-0.344510220414475,-0.517198823949379,-0.0235032367453449,0.0733402125180723,0.133859615449766,0.137877159158833,0.226642382979587,0.193927743656496,0.200562084955808,0.000966737855406893,-0.0216077030500043,-0.147612350122954,-0.274115075656767,-0.316640979776405,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.134
"155","UCSB_IZC00062635_L",0.414039877854144,0.315254019872564,0.0358866556091964,-0.0725682323393426,-0.350623160912493,-0.512888785817565,-0.0243262863913444,0.0667378539445863,0.128488058180253,0.150605115119895,0.220938508650897,0.187669910891792,0.196545256153191,0.0022507468532014,-0.0234990746968245,-0.150256319831129,-0.275710269136644,-0.30854387400438,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.131
"156","UCSB_IZC00062586_R",0.410788918351364,0.303850788817488,0.0392785536214693,-0.0708947097511158,-0.35168309504103,-0.520619124421507,-0.0151713976163237,0.0704148532069301,0.134035212832725,0.146756515584423,0.216144644255838,0.189247518190724,0.201869628432457,0.00254180126759714,-0.0192178942682348,-0.152759847554415,-0.272760734486904,-0.311821631421485,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.134
"157","UCSB_IZC00062603_L",0.405707909824208,0.302594650425205,0.0404618105010956,-0.0649189415260176,-0.360026312528688,-0.529170188394848,-0.0101710247461262,0.0782305536799755,0.137291542765198,0.122676121119691,0.219849363690631,0.198378371765815,0.208607012201257,-0.00267329952286154,-0.0275662795461583,-0.143130670850555,-0.267540481788723,-0.308600137069095,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.128
"158","UCSB_IZC00059207_R",0.400762725224771,0.307861198227798,0.0601213051486182,-0.0807814070680374,-0.339711238175097,-0.521667716623435,-0.0266463775046466,0.0696061956391329,0.130455315130894,0.151378138946934,0.224563696741389,0.194803878054603,0.199385339403784,0.000298910265872268,-0.0194190361166221,-0.152503598808128,-0.281094745408886,-0.317412583078949,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.14
"159","UCSB_IZC00062613_R",0.407415123292119,0.303732178802177,0.0536387602775182,-0.0745735274863611,-0.357644711185143,-0.526632511536256,-0.021919395025945,0.0776145183463717,0.138369564515522,0.143397317220398,0.212241848830433,0.18981742862773,0.196223370592341,0.00524845738905051,-0.0189043130673682,-0.152054685947738,-0.270409555713361,-0.305559867931486,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.111
"160","UCSB_IZC00065388_L",0.40999004427064,0.307660055573806,0.0498349968809694,-0.0670490663910319,-0.35220160543642,-0.523262884573255,-0.0316585240678279,0.067509877647101,0.139177106096012,0.14256669025364,0.216293025112188,0.193970680936089,0.207278329231868,-0.00823741515093151,-0.0245784335770871,-0.149087180400698,-0.270273246370401,-0.30793245003467,"Panurginus polytrichus","Panurginus","Panurginae","Andrenidae","Female","UCSB",0.125
"161","UCSB_IZC00010266_L",0.46956633829615,0.307989149370036,-0.105571538317586,-0.182095228958032,-0.356172283681251,-0.398336520590191,-0.044270124291846,0.0914462661905911,0.217443941982128,0.143633775135568,0.207231550583503,0.134640235261711,0.153697979523265,0.0474371969624532,0.0762006201791144,-0.180672926330533,-0.273148626901657,-0.309019804413425,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",0.531
"162","UCSB_IZC00012219_L",0.466281797108828,0.297398350557255,-0.0982663218119677,-0.183135562409515,-0.345389389768255,-0.410063551568443,-0.0319828627174274,0.0915529255758566,0.213604615033668,0.148017751003679,0.201267101663094,0.13515253987558,0.160135379914288,0.0606396081866347,0.0644057655517627,-0.171880956443752,-0.277768782233812,-0.319968407517475,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",0.52
"163","UCSB_IZC00012225_L",0.476354025236674,0.313520646428687,-0.11212435076281,-0.185903796467366,-0.353171671560826,-0.408859733074309,-0.029801249459949,0.0886732739459239,0.211312855713975,0.143570928228578,0.196147255706356,0.128699239890382,0.15429299380562,0.0532069312839581,0.0651119203350243,-0.169852276454831,-0.267325774432498,-0.30385121836259,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",0.519
"164","UCSB_IZC00012228_L",0.481254887286387,0.308835151172118,-0.0986282561358998,-0.190011523401602,-0.341115316688003,-0.417278781164563,-0.0375024236762605,0.0820429615458918,0.212403301061931,0.139849971224594,0.205653727954794,0.123367653329622,0.155338288013367,0.0571361353720853,0.0583737455609656,-0.173829520185332,-0.264590281757303,-0.301299719512794,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",0.534
"165","UCSB_IZC00012232_L",0.470681845082696,0.306764447474633,-0.0915108088999534,-0.173062482573466,-0.34541041572408,-0.414526635647628,-0.0432296214607215,0.0865448850136175,0.203748786734901,0.148229033282564,0.205982658326509,0.135807742047159,0.16376283738436,0.0477707091458289,0.0576532067351751,-0.178359532745711,-0.274672209702792,-0.306174444473094,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",0.517
"166","UCSB_IZC00014785_R",0.452637455687952,0.301854961467565,-0.0952984075827888,-0.171066817288353,-0.337651549364747,-0.413941342307643,-0.037188700938826,0.0883894859977844,0.212264914329057,0.157450390485874,0.201529524557907,0.141965555518871,0.168758266255885,0.0591074926966813,0.0603216679243784,-0.181254278631826,-0.279766107958276,-0.328112510849496,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",NA
"167","UCSB_IZC00010301_R",0.462599053679053,0.30020473877736,-0.104242062558147,-0.197845417019091,-0.344991814969784,-0.406103613413008,-0.0339141293980416,0.095309769493015,0.228983475408642,0.127298206284934,0.2125587143317,0.136262250452285,0.155298705993772,0.0598879494768228,0.0758690933665449,-0.179204059950882,-0.273470615912948,-0.314500244042228,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",NA
"168","UCSB_IZC00010315_R",0.475049426353345,0.319011530295429,-0.104033074868231,-0.178212300596404,-0.346103688174936,-0.416524900958999,-0.0327525926029776,0.0798225455322631,0.20374305502051,0.147151683600737,0.209088915802813,0.121042105093332,0.149640400436052,0.0511490857236791,0.0602031502239732,-0.16723119781107,-0.255627208672356,-0.315416934397159,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",NA
"169","UCSB_IZC00012184_R",0.469302084250764,0.302711800362434,-0.104946645619875,-0.176048718804033,-0.352658817374468,-0.405947096038222,-0.0326935815312082,0.0836536048776664,0.216627369876941,0.151327063594389,0.200623955877573,0.129560934642056,0.160715593900798,0.0509844779030023,0.0712753533828858,-0.17622808345814,-0.274390947077166,-0.313868348765399,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",NA
"170","UCSB_IZC00010266_R",0.470754498249995,0.305510460727427,-0.104015550755552,-0.178999001448305,-0.353962534498929,-0.401273768573199,-0.0431159846679496,0.0911059924713341,0.21399588849518,0.143891693531819,0.204514010135244,0.137696250727646,0.160370876139361,0.0472048678494762,0.0689737966183046,-0.180326960845541,-0.271750164847362,-0.310574369308947,"Xylocopa tabaniformis orpifex","Xylocopa","Xylocopinae","Apidae","Female","UCSB",NA
